cell_id,zone_id,stratum,include,x0,x1,y0,y1,img_path
nemanjina_r34_c02,1,NA,1,23,44,649,668,./images/nemanjina.jpeg
nemanjina_r34_c03,1,NA,1,45,66,649,668,./images/nemanjina.jpeg
nemanjina_r34_c04,1,NA,1,67,89,649,668,./images/nemanjina.jpeg
nemanjina_r34_c05,1,NA,1,90,111,649,668,./images/nemanjina.jpeg
nemanjina_r34_c06,1,NA,1,112,133,649,668,./images/nemanjina.jpeg
nemanjina_r34_c07,1,NA,1,134,155,649,668,./images/nemanjina.jpeg
nemanjina_r34_c08,1,NA,1,156,178,649,668,./images/nemanjina.jpeg
nemanjina_r34_c09,1,NA,1,179,200,649,668,./images/nemanjina.jpeg
nemanjina_r34_c10,1,NA,1,201,222,649,668,./images/nemanjina.jpeg
nemanjina_r34_c11,1,NA,1,223,244,649,668,./images/nemanjina.jpeg
nemanjina_r34_c12,1,NA,1,245,267,649,668,./images/nemanjina.jpeg
nemanjina_r34_c13,1,NA,1,268,289,649,668,./images/nemanjina.jpeg
nemanjina_r34_c14,1,NA,1,290,311,649,668,./images/nemanjina.jpeg
nemanjina_r34_c15,1,NA,1,312,333,649,668,./images/nemanjina.jpeg
nemanjina_r34_c16,1,NA,1,334,356,649,668,./images/nemanjina.jpeg
nemanjina_r34_c17,1,NA,1,357,378,649,668,./images/nemanjina.jpeg
nemanjina_r34_c18,1,NA,1,379,400,649,668,./images/nemanjina.jpeg
nemanjina_r34_c19,1,NA,1,401,422,649,668,./images/nemanjina.jpeg
nemanjina_r34_c20,1,NA,1,423,445,649,668,./images/nemanjina.jpeg
nemanjina_r34_c21,1,NA,1,446,467,649,668,./images/nemanjina.jpeg
nemanjina_r34_c22,1,NA,1,468,489,649,668,./images/nemanjina.jpeg
nemanjina_r34_c23,1,NA,1,490,511,649,668,./images/nemanjina.jpeg
nemanjina_r34_c24,1,NA,1,512,534,649,668,./images/nemanjina.jpeg
nemanjina_r34_c25,1,NA,1,535,556,649,668,./images/nemanjina.jpeg
nemanjina_r34_c26,1,NA,1,557,578,649,668,./images/nemanjina.jpeg
nemanjina_r34_c27,1,NA,1,579,600,649,668,./images/nemanjina.jpeg
nemanjina_r34_c28,1,NA,1,601,623,649,668,./images/nemanjina.jpeg
nemanjina_r34_c29,1,NA,1,624,645,649,668,./images/nemanjina.jpeg
nemanjina_r34_c30,1,NA,1,646,667,649,668,./images/nemanjina.jpeg
nemanjina_r34_c31,1,NA,1,668,689,649,668,./images/nemanjina.jpeg
nemanjina_r34_c32,1,NA,1,690,712,649,668,./images/nemanjina.jpeg
nemanjina_r34_c33,1,NA,1,713,734,649,668,./images/nemanjina.jpeg
nemanjina_r34_c34,1,NA,1,735,756,649,668,./images/nemanjina.jpeg
nemanjina_r34_c35,1,NA,1,757,778,649,668,./images/nemanjina.jpeg
nemanjina_r34_c36,1,NA,1,779,801,649,668,./images/nemanjina.jpeg
nemanjina_r34_c37,1,NA,1,802,823,649,668,./images/nemanjina.jpeg
nemanjina_r34_c38,1,NA,1,824,845,649,668,./images/nemanjina.jpeg
nemanjina_r34_c39,1,NA,1,846,867,649,668,./images/nemanjina.jpeg
nemanjina_r34_c40,1,NA,1,868,890,649,668,./images/nemanjina.jpeg
nemanjina_r35_c01,1,NA,1,1,22,669,687,./images/nemanjina.jpeg
nemanjina_r35_c02,1,NA,1,23,44,669,687,./images/nemanjina.jpeg
nemanjina_r35_c03,1,NA,1,45,66,669,687,./images/nemanjina.jpeg
nemanjina_r35_c04,1,NA,1,67,89,669,687,./images/nemanjina.jpeg
nemanjina_r35_c05,1,NA,1,90,111,669,687,./images/nemanjina.jpeg
nemanjina_r35_c06,1,NA,1,112,133,669,687,./images/nemanjina.jpeg
nemanjina_r35_c07,1,NA,1,134,155,669,687,./images/nemanjina.jpeg
nemanjina_r35_c08,1,NA,1,156,178,669,687,./images/nemanjina.jpeg
nemanjina_r35_c09,1,NA,1,179,200,669,687,./images/nemanjina.jpeg
nemanjina_r35_c10,1,NA,1,201,222,669,687,./images/nemanjina.jpeg
nemanjina_r35_c11,1,NA,1,223,244,669,687,./images/nemanjina.jpeg
nemanjina_r35_c12,1,NA,1,245,267,669,687,./images/nemanjina.jpeg
nemanjina_r35_c13,1,NA,1,268,289,669,687,./images/nemanjina.jpeg
nemanjina_r35_c14,1,NA,1,290,311,669,687,./images/nemanjina.jpeg
nemanjina_r35_c15,1,NA,1,312,333,669,687,./images/nemanjina.jpeg
nemanjina_r35_c16,1,NA,1,334,356,669,687,./images/nemanjina.jpeg
nemanjina_r35_c17,1,NA,1,357,378,669,687,./images/nemanjina.jpeg
nemanjina_r35_c18,1,NA,1,379,400,669,687,./images/nemanjina.jpeg
nemanjina_r35_c19,1,NA,1,401,422,669,687,./images/nemanjina.jpeg
nemanjina_r35_c20,1,NA,1,423,445,669,687,./images/nemanjina.jpeg
nemanjina_r35_c21,1,NA,1,446,467,669,687,./images/nemanjina.jpeg
nemanjina_r35_c22,1,NA,1,468,489,669,687,./images/nemanjina.jpeg
nemanjina_r35_c23,1,NA,1,490,511,669,687,./images/nemanjina.jpeg
nemanjina_r35_c24,1,NA,1,512,534,669,687,./images/nemanjina.jpeg
nemanjina_r35_c25,1,NA,1,535,556,669,687,./images/nemanjina.jpeg
nemanjina_r35_c26,1,NA,1,557,578,669,687,./images/nemanjina.jpeg
nemanjina_r35_c27,1,NA,1,579,600,669,687,./images/nemanjina.jpeg
nemanjina_r35_c28,1,NA,1,601,623,669,687,./images/nemanjina.jpeg
nemanjina_r35_c29,1,NA,1,624,645,669,687,./images/nemanjina.jpeg
nemanjina_r35_c30,1,NA,1,646,667,669,687,./images/nemanjina.jpeg
nemanjina_r35_c31,1,NA,1,668,689,669,687,./images/nemanjina.jpeg
nemanjina_r35_c32,1,NA,1,690,712,669,687,./images/nemanjina.jpeg
nemanjina_r35_c33,1,NA,1,713,734,669,687,./images/nemanjina.jpeg
nemanjina_r35_c34,1,NA,1,735,756,669,687,./images/nemanjina.jpeg
nemanjina_r35_c35,1,NA,1,757,778,669,687,./images/nemanjina.jpeg
nemanjina_r35_c36,1,NA,1,779,801,669,687,./images/nemanjina.jpeg
nemanjina_r35_c37,1,NA,1,802,823,669,687,./images/nemanjina.jpeg
nemanjina_r35_c38,1,NA,1,824,845,669,687,./images/nemanjina.jpeg
nemanjina_r35_c39,1,NA,1,846,867,669,687,./images/nemanjina.jpeg
nemanjina_r35_c40,1,NA,1,868,890,669,687,./images/nemanjina.jpeg
nemanjina_r36_c01,1,NA,1,1,22,688,707,./images/nemanjina.jpeg
nemanjina_r36_c02,1,NA,1,23,44,688,707,./images/nemanjina.jpeg
nemanjina_r36_c03,1,NA,1,45,66,688,707,./images/nemanjina.jpeg
nemanjina_r36_c04,1,NA,1,67,89,688,707,./images/nemanjina.jpeg
nemanjina_r36_c05,1,NA,1,90,111,688,707,./images/nemanjina.jpeg
nemanjina_r36_c06,1,NA,1,112,133,688,707,./images/nemanjina.jpeg
nemanjina_r36_c07,1,NA,1,134,155,688,707,./images/nemanjina.jpeg
nemanjina_r36_c08,1,NA,1,156,178,688,707,./images/nemanjina.jpeg
nemanjina_r36_c09,1,NA,1,179,200,688,707,./images/nemanjina.jpeg
nemanjina_r36_c10,1,NA,1,201,222,688,707,./images/nemanjina.jpeg
nemanjina_r36_c11,1,NA,1,223,244,688,707,./images/nemanjina.jpeg
nemanjina_r36_c12,1,NA,1,245,267,688,707,./images/nemanjina.jpeg
nemanjina_r36_c13,1,NA,1,268,289,688,707,./images/nemanjina.jpeg
nemanjina_r36_c14,1,NA,1,290,311,688,707,./images/nemanjina.jpeg
nemanjina_r36_c15,1,NA,1,312,333,688,707,./images/nemanjina.jpeg
nemanjina_r36_c16,1,NA,1,334,356,688,707,./images/nemanjina.jpeg
nemanjina_r36_c17,1,NA,1,357,378,688,707,./images/nemanjina.jpeg
nemanjina_r36_c18,1,NA,1,379,400,688,707,./images/nemanjina.jpeg
nemanjina_r36_c19,1,NA,1,401,422,688,707,./images/nemanjina.jpeg
nemanjina_r36_c20,1,NA,1,423,445,688,707,./images/nemanjina.jpeg
nemanjina_r36_c21,1,NA,1,446,467,688,707,./images/nemanjina.jpeg
nemanjina_r36_c22,1,NA,1,468,489,688,707,./images/nemanjina.jpeg
nemanjina_r36_c23,1,NA,1,490,511,688,707,./images/nemanjina.jpeg
nemanjina_r36_c24,1,NA,1,512,534,688,707,./images/nemanjina.jpeg
nemanjina_r36_c25,1,NA,1,535,556,688,707,./images/nemanjina.jpeg
nemanjina_r36_c26,1,NA,1,557,578,688,707,./images/nemanjina.jpeg
nemanjina_r36_c27,1,NA,1,579,600,688,707,./images/nemanjina.jpeg
nemanjina_r36_c28,1,NA,1,601,623,688,707,./images/nemanjina.jpeg
nemanjina_r36_c29,1,NA,1,624,645,688,707,./images/nemanjina.jpeg
nemanjina_r36_c30,1,NA,1,646,667,688,707,./images/nemanjina.jpeg
nemanjina_r36_c31,1,NA,1,668,689,688,707,./images/nemanjina.jpeg
nemanjina_r36_c32,1,NA,1,690,712,688,707,./images/nemanjina.jpeg
nemanjina_r36_c33,1,NA,1,713,734,688,707,./images/nemanjina.jpeg
nemanjina_r36_c34,1,NA,1,735,756,688,707,./images/nemanjina.jpeg
nemanjina_r36_c35,1,NA,1,757,778,688,707,./images/nemanjina.jpeg
nemanjina_r36_c36,1,NA,1,779,801,688,707,./images/nemanjina.jpeg
nemanjina_r36_c37,1,NA,1,802,823,688,707,./images/nemanjina.jpeg
nemanjina_r36_c38,1,NA,1,824,845,688,707,./images/nemanjina.jpeg
nemanjina_r36_c39,1,NA,1,846,867,688,707,./images/nemanjina.jpeg
nemanjina_r36_c40,1,NA,1,868,890,688,707,./images/nemanjina.jpeg
nemanjina_r37_c01,1,NA,1,1,22,708,727,./images/nemanjina.jpeg
nemanjina_r37_c02,1,NA,1,23,44,708,727,./images/nemanjina.jpeg
nemanjina_r37_c03,1,NA,1,45,66,708,727,./images/nemanjina.jpeg
nemanjina_r37_c04,1,NA,1,67,89,708,727,./images/nemanjina.jpeg
nemanjina_r37_c05,1,NA,1,90,111,708,727,./images/nemanjina.jpeg
nemanjina_r37_c06,1,NA,1,112,133,708,727,./images/nemanjina.jpeg
nemanjina_r37_c07,1,NA,1,134,155,708,727,./images/nemanjina.jpeg
nemanjina_r37_c08,1,NA,1,156,178,708,727,./images/nemanjina.jpeg
nemanjina_r37_c09,1,NA,1,179,200,708,727,./images/nemanjina.jpeg
nemanjina_r37_c10,1,NA,1,201,222,708,727,./images/nemanjina.jpeg
nemanjina_r37_c11,1,NA,1,223,244,708,727,./images/nemanjina.jpeg
nemanjina_r37_c12,1,NA,1,245,267,708,727,./images/nemanjina.jpeg
nemanjina_r37_c13,1,NA,1,268,289,708,727,./images/nemanjina.jpeg
nemanjina_r37_c14,1,NA,1,290,311,708,727,./images/nemanjina.jpeg
nemanjina_r37_c15,1,NA,1,312,333,708,727,./images/nemanjina.jpeg
nemanjina_r37_c16,1,NA,1,334,356,708,727,./images/nemanjina.jpeg
nemanjina_r37_c17,1,NA,1,357,378,708,727,./images/nemanjina.jpeg
nemanjina_r37_c18,1,NA,1,379,400,708,727,./images/nemanjina.jpeg
nemanjina_r37_c19,1,NA,1,401,422,708,727,./images/nemanjina.jpeg
nemanjina_r37_c20,1,NA,1,423,445,708,727,./images/nemanjina.jpeg
nemanjina_r37_c21,1,NA,1,446,467,708,727,./images/nemanjina.jpeg
nemanjina_r37_c22,1,NA,1,468,489,708,727,./images/nemanjina.jpeg
nemanjina_r37_c23,1,NA,1,490,511,708,727,./images/nemanjina.jpeg
nemanjina_r37_c24,1,NA,1,512,534,708,727,./images/nemanjina.jpeg
nemanjina_r37_c25,1,NA,1,535,556,708,727,./images/nemanjina.jpeg
nemanjina_r37_c26,1,NA,1,557,578,708,727,./images/nemanjina.jpeg
nemanjina_r37_c27,1,NA,1,579,600,708,727,./images/nemanjina.jpeg
nemanjina_r37_c28,1,NA,1,601,623,708,727,./images/nemanjina.jpeg
nemanjina_r37_c29,1,NA,1,624,645,708,727,./images/nemanjina.jpeg
nemanjina_r37_c30,1,NA,1,646,667,708,727,./images/nemanjina.jpeg
nemanjina_r37_c31,1,NA,1,668,689,708,727,./images/nemanjina.jpeg
nemanjina_r37_c32,1,NA,1,690,712,708,727,./images/nemanjina.jpeg
nemanjina_r37_c33,1,NA,1,713,734,708,727,./images/nemanjina.jpeg
nemanjina_r37_c34,1,NA,1,735,756,708,727,./images/nemanjina.jpeg
nemanjina_r37_c35,1,NA,1,757,778,708,727,./images/nemanjina.jpeg
nemanjina_r37_c36,1,NA,1,779,801,708,727,./images/nemanjina.jpeg
nemanjina_r37_c37,1,NA,1,802,823,708,727,./images/nemanjina.jpeg
nemanjina_r37_c38,1,NA,1,824,845,708,727,./images/nemanjina.jpeg
nemanjina_r37_c39,1,NA,1,846,867,708,727,./images/nemanjina.jpeg
nemanjina_r37_c40,1,NA,1,868,890,708,727,./images/nemanjina.jpeg
nemanjina_r38_c01,1,NA,1,1,22,728,746,./images/nemanjina.jpeg
nemanjina_r38_c02,1,NA,1,23,44,728,746,./images/nemanjina.jpeg
nemanjina_r38_c03,1,NA,1,45,66,728,746,./images/nemanjina.jpeg
nemanjina_r38_c04,1,NA,1,67,89,728,746,./images/nemanjina.jpeg
nemanjina_r38_c05,1,NA,1,90,111,728,746,./images/nemanjina.jpeg
nemanjina_r38_c06,1,NA,1,112,133,728,746,./images/nemanjina.jpeg
nemanjina_r38_c07,1,NA,1,134,155,728,746,./images/nemanjina.jpeg
nemanjina_r38_c08,1,NA,1,156,178,728,746,./images/nemanjina.jpeg
nemanjina_r38_c09,1,NA,1,179,200,728,746,./images/nemanjina.jpeg
nemanjina_r38_c10,1,NA,1,201,222,728,746,./images/nemanjina.jpeg
nemanjina_r38_c11,1,NA,1,223,244,728,746,./images/nemanjina.jpeg
nemanjina_r38_c12,1,NA,1,245,267,728,746,./images/nemanjina.jpeg
nemanjina_r38_c13,1,NA,1,268,289,728,746,./images/nemanjina.jpeg
nemanjina_r38_c14,1,NA,1,290,311,728,746,./images/nemanjina.jpeg
nemanjina_r38_c15,1,NA,1,312,333,728,746,./images/nemanjina.jpeg
nemanjina_r38_c16,1,NA,1,334,356,728,746,./images/nemanjina.jpeg
nemanjina_r38_c17,1,NA,1,357,378,728,746,./images/nemanjina.jpeg
nemanjina_r38_c18,1,NA,1,379,400,728,746,./images/nemanjina.jpeg
nemanjina_r38_c19,1,NA,1,401,422,728,746,./images/nemanjina.jpeg
nemanjina_r38_c20,1,NA,1,423,445,728,746,./images/nemanjina.jpeg
nemanjina_r38_c21,1,NA,1,446,467,728,746,./images/nemanjina.jpeg
nemanjina_r38_c22,1,NA,1,468,489,728,746,./images/nemanjina.jpeg
nemanjina_r38_c23,1,NA,1,490,511,728,746,./images/nemanjina.jpeg
nemanjina_r38_c24,1,NA,1,512,534,728,746,./images/nemanjina.jpeg
nemanjina_r38_c25,1,NA,1,535,556,728,746,./images/nemanjina.jpeg
nemanjina_r38_c26,1,NA,1,557,578,728,746,./images/nemanjina.jpeg
nemanjina_r38_c27,1,NA,1,579,600,728,746,./images/nemanjina.jpeg
nemanjina_r38_c28,1,NA,1,601,623,728,746,./images/nemanjina.jpeg
nemanjina_r38_c29,1,NA,1,624,645,728,746,./images/nemanjina.jpeg
nemanjina_r38_c30,1,NA,1,646,667,728,746,./images/nemanjina.jpeg
nemanjina_r38_c31,1,NA,1,668,689,728,746,./images/nemanjina.jpeg
nemanjina_r38_c32,1,NA,1,690,712,728,746,./images/nemanjina.jpeg
nemanjina_r38_c33,1,NA,1,713,734,728,746,./images/nemanjina.jpeg
nemanjina_r38_c34,1,NA,1,735,756,728,746,./images/nemanjina.jpeg
nemanjina_r38_c35,1,NA,1,757,778,728,746,./images/nemanjina.jpeg
nemanjina_r38_c36,1,NA,1,779,801,728,746,./images/nemanjina.jpeg
nemanjina_r38_c37,1,NA,1,802,823,728,746,./images/nemanjina.jpeg
nemanjina_r38_c38,1,NA,1,824,845,728,746,./images/nemanjina.jpeg
nemanjina_r38_c39,1,NA,1,846,867,728,746,./images/nemanjina.jpeg
nemanjina_r38_c40,1,NA,1,868,890,728,746,./images/nemanjina.jpeg
nemanjina_r39_c01,1,NA,1,1,22,747,766,./images/nemanjina.jpeg
nemanjina_r39_c02,1,NA,1,23,44,747,766,./images/nemanjina.jpeg
nemanjina_r39_c03,1,NA,1,45,66,747,766,./images/nemanjina.jpeg
nemanjina_r39_c04,1,NA,1,67,89,747,766,./images/nemanjina.jpeg
nemanjina_r39_c05,1,NA,1,90,111,747,766,./images/nemanjina.jpeg
nemanjina_r39_c06,1,NA,1,112,133,747,766,./images/nemanjina.jpeg
nemanjina_r39_c07,1,NA,1,134,155,747,766,./images/nemanjina.jpeg
nemanjina_r39_c08,1,NA,1,156,178,747,766,./images/nemanjina.jpeg
nemanjina_r39_c09,1,NA,1,179,200,747,766,./images/nemanjina.jpeg
nemanjina_r39_c10,1,NA,1,201,222,747,766,./images/nemanjina.jpeg
nemanjina_r39_c11,1,NA,1,223,244,747,766,./images/nemanjina.jpeg
nemanjina_r39_c12,1,NA,1,245,267,747,766,./images/nemanjina.jpeg
nemanjina_r39_c13,1,NA,1,268,289,747,766,./images/nemanjina.jpeg
nemanjina_r39_c14,1,NA,1,290,311,747,766,./images/nemanjina.jpeg
nemanjina_r39_c15,1,NA,1,312,333,747,766,./images/nemanjina.jpeg
nemanjina_r39_c16,1,NA,1,334,356,747,766,./images/nemanjina.jpeg
nemanjina_r39_c17,1,NA,1,357,378,747,766,./images/nemanjina.jpeg
nemanjina_r39_c18,1,NA,1,379,400,747,766,./images/nemanjina.jpeg
nemanjina_r39_c19,1,NA,1,401,422,747,766,./images/nemanjina.jpeg
nemanjina_r39_c20,1,NA,1,423,445,747,766,./images/nemanjina.jpeg
nemanjina_r39_c21,1,NA,1,446,467,747,766,./images/nemanjina.jpeg
nemanjina_r39_c22,1,NA,1,468,489,747,766,./images/nemanjina.jpeg
nemanjina_r39_c23,1,NA,1,490,511,747,766,./images/nemanjina.jpeg
nemanjina_r39_c24,1,NA,1,512,534,747,766,./images/nemanjina.jpeg
nemanjina_r39_c25,1,NA,1,535,556,747,766,./images/nemanjina.jpeg
nemanjina_r39_c26,1,NA,1,557,578,747,766,./images/nemanjina.jpeg
nemanjina_r39_c27,1,NA,1,579,600,747,766,./images/nemanjina.jpeg
nemanjina_r39_c28,1,NA,1,601,623,747,766,./images/nemanjina.jpeg
nemanjina_r39_c29,1,NA,1,624,645,747,766,./images/nemanjina.jpeg
nemanjina_r39_c30,1,NA,1,646,667,747,766,./images/nemanjina.jpeg
nemanjina_r39_c31,1,NA,1,668,689,747,766,./images/nemanjina.jpeg
nemanjina_r39_c32,1,NA,1,690,712,747,766,./images/nemanjina.jpeg
nemanjina_r39_c33,1,NA,1,713,734,747,766,./images/nemanjina.jpeg
nemanjina_r39_c34,1,NA,1,735,756,747,766,./images/nemanjina.jpeg
nemanjina_r39_c35,1,NA,1,757,778,747,766,./images/nemanjina.jpeg
nemanjina_r39_c36,1,NA,1,779,801,747,766,./images/nemanjina.jpeg
nemanjina_r39_c37,1,NA,1,802,823,747,766,./images/nemanjina.jpeg
nemanjina_r39_c38,1,NA,1,824,845,747,766,./images/nemanjina.jpeg
nemanjina_r39_c39,1,NA,1,846,867,747,766,./images/nemanjina.jpeg
nemanjina_r39_c40,1,NA,1,868,890,747,766,./images/nemanjina.jpeg
nemanjina_r40_c01,1,NA,1,1,22,767,786,./images/nemanjina.jpeg
nemanjina_r40_c02,1,NA,1,23,44,767,786,./images/nemanjina.jpeg
nemanjina_r40_c03,1,NA,1,45,66,767,786,./images/nemanjina.jpeg
nemanjina_r40_c04,1,NA,1,67,89,767,786,./images/nemanjina.jpeg
nemanjina_r40_c05,1,NA,1,90,111,767,786,./images/nemanjina.jpeg
nemanjina_r40_c06,1,NA,1,112,133,767,786,./images/nemanjina.jpeg
nemanjina_r40_c07,1,NA,1,134,155,767,786,./images/nemanjina.jpeg
nemanjina_r40_c08,1,NA,1,156,178,767,786,./images/nemanjina.jpeg
nemanjina_r40_c09,1,NA,1,179,200,767,786,./images/nemanjina.jpeg
nemanjina_r40_c10,1,NA,1,201,222,767,786,./images/nemanjina.jpeg
nemanjina_r40_c11,1,NA,1,223,244,767,786,./images/nemanjina.jpeg
nemanjina_r40_c12,1,NA,1,245,267,767,786,./images/nemanjina.jpeg
nemanjina_r40_c13,1,NA,1,268,289,767,786,./images/nemanjina.jpeg
nemanjina_r40_c14,1,NA,1,290,311,767,786,./images/nemanjina.jpeg
nemanjina_r40_c15,1,NA,1,312,333,767,786,./images/nemanjina.jpeg
nemanjina_r40_c16,1,NA,1,334,356,767,786,./images/nemanjina.jpeg
nemanjina_r40_c17,1,NA,1,357,378,767,786,./images/nemanjina.jpeg
nemanjina_r40_c18,1,NA,1,379,400,767,786,./images/nemanjina.jpeg
nemanjina_r40_c19,1,NA,1,401,422,767,786,./images/nemanjina.jpeg
nemanjina_r40_c20,1,NA,1,423,445,767,786,./images/nemanjina.jpeg
nemanjina_r40_c21,1,NA,1,446,467,767,786,./images/nemanjina.jpeg
nemanjina_r40_c22,1,NA,1,468,489,767,786,./images/nemanjina.jpeg
nemanjina_r40_c23,1,NA,1,490,511,767,786,./images/nemanjina.jpeg
nemanjina_r40_c24,1,NA,1,512,534,767,786,./images/nemanjina.jpeg
nemanjina_r40_c25,1,NA,1,535,556,767,786,./images/nemanjina.jpeg
nemanjina_r40_c26,1,NA,1,557,578,767,786,./images/nemanjina.jpeg
nemanjina_r40_c27,1,NA,1,579,600,767,786,./images/nemanjina.jpeg
nemanjina_r40_c28,1,NA,1,601,623,767,786,./images/nemanjina.jpeg
nemanjina_r40_c29,1,NA,1,624,645,767,786,./images/nemanjina.jpeg
nemanjina_r40_c30,1,NA,1,646,667,767,786,./images/nemanjina.jpeg
nemanjina_r40_c31,1,NA,1,668,689,767,786,./images/nemanjina.jpeg
nemanjina_r40_c32,1,NA,1,690,712,767,786,./images/nemanjina.jpeg
nemanjina_r40_c33,1,NA,1,713,734,767,786,./images/nemanjina.jpeg
nemanjina_r40_c34,1,NA,1,735,756,767,786,./images/nemanjina.jpeg
nemanjina_r40_c35,1,NA,1,757,778,767,786,./images/nemanjina.jpeg
nemanjina_r40_c36,1,NA,1,779,801,767,786,./images/nemanjina.jpeg
nemanjina_r40_c37,1,NA,1,802,823,767,786,./images/nemanjina.jpeg
nemanjina_r40_c38,1,NA,1,824,845,767,786,./images/nemanjina.jpeg
nemanjina_r40_c39,1,NA,1,846,867,767,786,./images/nemanjina.jpeg
nemanjina_r40_c40,1,NA,1,868,890,767,786,./images/nemanjina.jpeg
makenzijeva_r01_c01,1,NA,1,1,14,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c02,1,NA,1,15,29,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c03,1,NA,1,30,44,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c04,1,NA,1,45,59,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c05,1,NA,1,60,74,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c06,1,NA,1,75,88,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c07,1,NA,1,89,103,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c08,1,NA,1,104,118,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c09,1,NA,1,119,133,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c10,1,NA,1,134,148,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c11,1,NA,1,149,163,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c12,1,NA,1,164,177,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c13,1,NA,1,178,192,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c14,1,NA,1,193,207,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c15,1,NA,1,208,222,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c16,1,NA,1,223,237,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c17,1,NA,1,238,252,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c18,1,NA,1,253,266,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c19,1,NA,1,267,281,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c20,1,NA,1,282,296,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c21,1,NA,1,297,311,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c22,1,NA,1,312,326,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c23,1,NA,1,327,340,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c24,1,NA,1,341,355,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c25,1,NA,1,356,370,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c26,1,NA,1,371,385,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c27,1,NA,1,386,400,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c28,1,NA,1,401,415,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c29,1,NA,1,416,429,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c30,1,NA,1,430,444,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c31,1,NA,1,445,459,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c32,1,NA,1,460,474,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c33,1,NA,1,475,489,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c34,1,NA,1,490,504,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c35,1,NA,1,505,518,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c36,1,NA,1,519,533,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c37,1,NA,1,534,548,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c38,1,NA,1,549,563,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c39,1,NA,1,564,578,1,32,./images/makenzijeva.jpeg
makenzijeva_r01_c40,1,NA,1,579,593,1,32,./images/makenzijeva.jpeg
makenzijeva_r02_c01,1,NA,1,1,14,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c02,1,NA,1,15,29,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c03,1,NA,1,30,44,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c04,1,NA,1,45,59,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c05,1,NA,1,60,74,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c06,1,NA,1,75,88,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c07,1,NA,1,89,103,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c08,1,NA,1,104,118,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c09,1,NA,1,119,133,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c10,1,NA,1,134,148,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c11,1,NA,1,149,163,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c12,1,NA,1,164,177,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c13,1,NA,1,178,192,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c14,1,NA,1,193,207,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c15,1,NA,1,208,222,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c16,1,NA,1,223,237,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c17,1,NA,1,238,252,33,65,./images/makenzijeva.jpeg
makenzijeva_r02_c18,1,NA,1,253,266,33,65,./images/makenzijeva.jpeg
